	smoker	hbver	erytrocyty	alt	leukocyty	etytr	hemoglobin	ssn	name	trombocyty	alp	relationship	indicator	er-cv	weight	ast	hematokrit
9700	yes	6.36265	5.33192	0.49641	6.00822	6.31632	7.04856	107-15-0792	Patricia Lane	6.72784	75.40881	single	1.00000	61.63824	17.08474	60.18915	7.71263
9701	no	6.75084	6.98902	0.84389	5.86811	4.71904	5.19491	342-84-5856	Christopher Wilson	4.70046	66.09906	widowed	1.00000	50.41100	41.45437	73.97814	6.41614
9702	yes	4.11570	6.58590	0.54291	7.81014	5.26630	5.10807	587-22-2290	Mary Casey	4.53340	60.48981	divoced	1.00000	37.44381	104.19337	34.67596	8.92413
9703	N	7.22972	6.95981	0.80675	6.31427	7.98076	7.14537	219-73-7847	Sean Hanson	5.79729	67.91224	divoced	0.00000	43.48093	49.85229	63.79830	4.94962
9704	no	5.43112	3.25457	0.52523	4.72860	6.70102	4.45361	480-58-1117	Kristy Rose	7.29773	42.21181	married	0.00000	64.58704	67.48211	74.74126	5.75403
9705	no	4.43658	8.26599	1.44698	5.59874	4.30699	8.47107	723-91-3388	Mrs. Linda Roth MD	5.90667	24.43652	widowed	1.00000	46.36467	83.41026	41.93500	7.08264
9706	N	5.58511	9.68901	5.12964	5.50194	2.98851	6.83148	772-06-3399	Adam Arnold	6.62252	77.53583	nop	1.00000	52.06203	64.53822	76.70656	6.96439
9707	no	6.38656	7.73746	1.20961	6.36793	5.84834	7.93082	694-16-4562	Margaret Boyd	7.15590	42.84675	single	0.00000	48.98421	74.52419	37.47322	5.04192
9708	no	7.19061	6.61858	0.68033	6.95810	5.11307	5.88896	532-55-2355	Theresa Henderson	8.19130	87.45068	married	1.00000	67.23090	29.22719	26.15800	7.96495
9709	no	7.69872	7.39573	0.88705	5.64471	8.12418	6.29587	109-97-6251	Nicholas Cole	5.65018	82.08100	married	0.00000	57.78367	69.62660	38.88243	4.83516
9710	no	5.48942	5.83635	0.72379	5.31208	5.11203	4.48466	413-40-6466	Laura Robbins	6.13609	36.72917	divoced	1.00000	53.72255	23.23914	52.88608	8.40080
9711	no	5.74818	7.22296	0.43298	7.60128	8.11101	6.33921	854-74-6834	George Jackson	6.18380	88.22164	divoced	0.00000	32.80332	88.81175	49.57372	4.27171
9712	no	7.08465	5.50222	0.50117	6.12738	5.61304	3.50729	033-17-9294	Todd Rodriguez	7.30648	21.04673	single	0.00000	33.27106	38.72834	57.54951	3.94465
9713	N	5.66857	7.58903	1.12852	6.51893	4.51984	5.72877	307-99-8579	Jennifer Wilson	6.39961	76.60630	single	1.00000	57.95340	-15.20420	63.19162	7.53100
9714	no	5.87984	6.64700	0.52759	6.35502	4.26489	3.79031	817-08-4129	Kelly Hill	5.94464	18.76778	married	1.00000	41.90298	35.45701	43.21118	5.06983
9715	N	6.54760	5.86197	0.54861	7.22411	5.94573	6.44064	214-57-5282	Joseph Edwards	5.47277	76.04497	divoced	1.00000	56.19304	6.62137	55.61643	7.53998
9716	Y	6.07826	8.12799	1.24791	6.13716	4.07007	5.99865	817-06-3465	Shannon Carlson	5.19085	86.83871	divoced	1.00000	72.13215	57.60900	49.27999	5.34379
9717	no	6.93463	4.84515	0.78379	3.89165	4.48677	5.68580	324-47-1449	Paula Thompson	4.45288	80.97667	widowed	0.00000	20.83838	55.93835	57.32716	4.47455
9718	Y	5.64561	8.22135	1.52173	8.45848	4.32897	5.24108	386-77-6219	Janice Martin	7.61351	67.48460	married	1.00000	60.76548	129.49321	60.31096	6.10763
9719	N	6.36813	7.02566	0.31304	6.16768	5.17117	10.21258	083-31-2416	Whitney Cook	5.85827	19.46911	widowed	0.00000	59.29428	112.03976	79.33496	6.57871
9720	no	5.98074	7.70243	1.07244	3.79797	4.38446	3.69841	053-58-0688	Patricia Robinson	7.04772	12.81509	divoced	1.00000	53.66668	128.25232	53.36392	5.22427
9721	yes	6.62877	7.13387	0.79992	6.72619	4.64647	6.28090	785-77-9996	Connor Dennis	6.74554	86.29543	nop	1.00000	58.43031	112.11105	46.51971	7.47727
9722	no	6.37950	5.39303	0.69413	5.43742	2.74428	4.81914	364-36-4509	Monica Roberts	6.74912	48.08635	married	0.00000	62.02972	105.95305	49.98540	4.78379
9723	no	5.51627	7.25020	0.80076	6.10775	4.30348	5.87470	413-40-6466	Laura Robbins	5.96230	82.07405	divoced	1.00000	63.00406	77.61051	42.41954	7.25691
9724	yes	5.34395	6.62597	0.65646	6.07404	5.59588	8.21515	676-29-5816	Garrett Jimenez	6.03422	31.87938	single	1.00000	58.18721	70.12566	44.45076	6.65893
9725	no	5.16236	7.04897	0.86322	4.51330	4.26364	5.33686	161-61-7885	Randall Cole	6.24925	70.79293	nop	1.00000	24.27242	77.99352	68.90465	5.66669
9726	no	8.82223	5.72043	0.60360	6.11657	6.42259	8.84863	020-10-8941	Christopher Perkins	6.74673	18.33673	nop	1.00000	40.86882	34.66853	71.92844	7.47307
9727	yes	6.96988	7.82662	1.28285	4.27320	5.58980	4.76187	801-74-3028	James Diaz	5.84474	49.07748	married	1.00000	41.69498	83.30778	45.66843	9.05020
9728	no	5.51867	5.03826	0.40163	5.42922	6.50079	5.85464	521-89-5281	Antonio Thomas	6.77364	91.70937	separated	1.00000	51.72001	21.76278	56.56819	7.38120
9729	Y	7.10841	5.14299	0.72556	4.87521	6.22737	3.35193	237-52-9509	Frank Robinson	6.81541	11.17922	single	0.00000	66.94470	49.89922	34.50597	5.43614
9730	Y	7.93701	4.03854	0.42484	6.90102	6.88029	3.99046	732-46-6287	Lori Chavez	8.17655	23.72082	married	0.00000	65.55575	38.14276	56.97882	5.50314
9731	Y	5.58981	6.91968	1.06492	6.72398	7.06261	7.83154	734-52-7319	Elizabeth Foster	5.37981	42.48200	single	0.00000	44.17741	68.49238	57.60920	4.46952
9732	yes	5.48119	5.53950	0.70864	7.09635	4.77179	5.08573	720-85-3542	Gabriel Singleton	6.87370	70.76114	divoced	1.00000	68.32233	27.10189	41.40967	8.61414
9733	no	5.28639	6.82555	0.63447	5.22185	4.89580	4.27735	089-46-8704	Richard Black	6.99761	35.09246	single	1.00000	39.25278	89.27730	53.63892	7.36183
9734	no	5.90358	7.49192	0.77582	6.79692	5.27158	4.86801	077-33-7283	David Becker	5.80587	57.73078	divoced	1.00000	43.09598	74.89813	51.45528	8.03169
9735	no	6.58782	7.28813	0.55975	4.72453	4.73354	5.95063	256-60-7468	John Wilson	5.95894	77.42157	widowed	1.00000	51.26815	82.60153	35.16928	7.46098
9736	no	6.08559	8.51768	1.95653	6.32514	4.80828	5.75235	808-70-8334	Laurie Gonzales	6.40196	81.83819	divoced	1.00000	57.12277	60.52065	67.29971	4.16871
9737	no	6.86439	9.03848	2.80295	5.63426	4.73626	5.60445	456-15-0983	Nathaniel Cox	6.47271	78.83401	widowed	1.00000	49.24264	100.81849	44.03170	6.57664
9738	N	6.63503	6.58786	0.41044	5.82026	5.53128	8.16247	470-51-9148	Jerry Jones	6.05320	33.15725	nop	1.00000	41.01992	90.67679	60.02835	6.65610
9739	no	7.05062	7.55177	1.01805	5.23983	5.80422	8.31905	088-87-6930	Amy Santos	5.36422	30.28210	widowed	0.00000	52.51846	119.37057	36.30310	5.25722
9740	no	5.94230	6.29936	0.59271	6.70511	3.79309	7.80130	378-61-2642	Leslie Cameron	7.79026	55.69444	married	1.00000	62.44673	115.96959	56.16523	5.94386
9741	yes	6.42644	7.11840	0.83442	5.39305	7.90680	7.03692	878-13-2415	Benjamin Stanley	4.04942	79.20347	divoced	0.00000	47.09666	41.75497	48.72293	5.14946
9742	no	6.91447	6.47339	0.83398	6.19675	7.90815	7.85957	560-07-7609	Emily Jarvis	4.83376	49.24173	single	0.00000	34.49455	75.10688	55.47992	4.84340
9743	no	6.40022	4.74180	0.49390	6.61755	6.93770	8.15781	871-95-6730	Arthur Weber	5.97128	43.71254	single	1.00000	42.61540	-16.74090	34.56692	7.17491
9744	no	6.86725	4.30972	0.51116	6.29241	4.86855	5.20810	461-85-3049	Jason Santos MD	6.20019	69.75581	nop	0.00000	29.97987	60.62351	57.37140	5.70687
9745	no	5.18150	8.18805	1.46854	6.91893	6.02317	6.52960	137-55-9095	Gary Armstrong	5.64215	82.49446	single	1.00000	49.81996	94.76496	29.88839	9.60628
9746	no	6.89505	9.05749	2.92123	6.26210	5.52913	6.15758	802-66-9771	Patricia Hess	6.47204	88.26913	married	0.00000	45.88656	66.91924	67.21540	4.69092
9747	N	8.21772	6.87506	0.86664	7.49064	5.17893	3.86105	509-40-5166	Mark Bradford	5.72120	19.22361	married	1.00000	47.99111	71.44302	41.01008	6.68628
9748	no	7.21799	7.93280	1.36414	7.27163	5.23107	5.58717	025-94-4231	Marie Griffith	5.99915	72.34151	separated	1.00000	56.53002	34.10346	51.91679	10.07975
9749	no	7.00460	3.51677	0.13972	4.82738	4.57905	6.03909	863-33-8176	Mary Cardenas	7.13002	90.86253	widowed	0.00000	48.94078	66.51137	46.46717	5.87100
9750	N	5.70073	6.10111	0.64495	7.32692	5.83959	1.59839	558-53-5235	Jennifer Henderson	5.82068	44.33902	separated	1.00000	58.85280	74.26078	45.17439	9.92384
9751	no	7.96555	6.18345	0.67414	5.29281	7.72521	9.05679	049-61-8145	Carol Smith	6.70912	9.50625	single	0.00000	48.48359	53.24423	38.14270	6.27942
9752	Y	7.46232	8.81989	2.53644	5.74623	5.19962	6.47593	624-26-6439	Pamela Thompson	5.19431	88.00797	married	0.00000	73.80578	112.17367	60.18688	3.90438
9753	yes	5.19651	5.88311	0.64696	4.78505	4.24503	5.75808	159-75-4293	Christopher Butler	5.44249	81.20041	nop	1.00000	59.52578	49.18887	58.65267	7.44297
9754	Y	6.43750	8.74631	2.39937	6.61140	6.55791	5.31515	785-42-1098	Beth Gordon	6.25066	71.79274	nop	0.00000	33.00311	92.23397	52.93154	3.82852
9755	no	4.95260	6.70434	0.43666	6.21334	4.83080	4.58099	735-89-9826	Robert Smith	5.77047	44.88768	separated	1.00000	47.75485	43.49170	41.20948	7.94876
9756	yes	5.72876	8.11942	1.21489	5.46766	5.94474	2.80223	659-40-6423	Michael Aguilar	5.18058	15.51793	single	1.00000	61.38462	66.91012	62.48726	6.82311
9757	no	4.96452	5.77570	0.51860	5.10215	4.12343	5.68969	322-82-8583	Paul Flores	5.18167	78.11063	married	0.00000	45.50322	123.01051	54.84630	4.25089
9758	yes	7.76714	4.51827	0.35417	4.55445	5.97394	6.17780	674-74-1282	Jessica Chandler	7.97738	87.30092	nop	0.00000	36.63307	103.88657	51.51622	5.09799
9759	yes	5.42076	6.88399	0.84860	7.83913	4.88215	6.08098	237-25-7142	Danielle Sosa	4.42156	82.33358	divoced	1.00000	23.05935	81.06832	39.58453	7.97792
9760	Y	6.97598	5.62086	0.48262	6.43922	3.01650	5.45594	016-66-0418	Christine Blair	5.69859	76.41347	nop	1.00000	39.11290	94.86800	65.83555	4.24993
9761	no	6.48992	6.43845	0.42801	6.72332	5.24821	7.34785	519-79-6158	Donald Briggs	5.99996	69.57000	nop	1.00000	44.86971	78.95910	23.64065	7.87433
9762	no	4.96893	9.10679	3.08267	6.32638	5.61834	6.02697	377-19-5647	Erin Chavez	6.52661	83.77609	widowed	1.00000	35.20752	40.98386	39.56233	7.36108
9763	no	6.78698	9.33077	3.74177	5.77359	3.53424	8.21824	688-59-9001	Cameron Smith	7.01171	35.65835	divoced	1.00000	47.21587	24.81059	52.87658	6.38067
9764	no	7.02323	6.67267	0.54185	6.86963	5.55628	3.74109	201-67-9265	Kathryn Morris	6.65044	16.46084	divoced	1.00000	47.66826	43.23855	32.58294	9.66458
9765	no	6.99303	6.21966	0.52659	5.00911	5.04535	3.49926	136-58-8185	Mrs. Cynthia Gonzales MD	7.95304	13.91313	married	1.00000	52.77371	48.79587	60.63957	9.92558
9766	no	7.78572	3.26565	0.46884	6.23247	6.19607	3.14987	126-84-8970	Corey Melton	6.27456		single	0.00000	62.31904	71.72666	52.48572	7.02464
9767	Y	5.41711	6.69386	0.79752	8.02289	5.47099	3.82204	620-09-1476	Julie Esparza	6.43458	17.66687	divoced	1.00000	51.10500	82.73954	42.96933	7.69547
9768	Y	7.08252	3.73717	0.36971	6.11452	6.26910	4.36592	684-85-5515	Patrick Contreras	7.56731	31.84370	married	0.00000	50.11163	30.10577	60.87377	6.04505
9769	no	6.87316	7.32686	1.04096	7.48511	6.73545	7.76880	005-37-2746	Mr. Joshua Gilmore	4.60645	47.59756	single	0.00000	41.53641	123.17633	53.87138	5.11960
9770	no	7.35495	10.13739	7.47464	5.72609	2.58039	6.90904	017-05-1040	Erin Strong	7.52803	83.00756	divoced	1.00000	40.98277	149.27164	65.68803	7.70344
9771	Y	5.43636	7.01508	0.74705	6.04179	6.86888	8.23229	712-12-1631	Cole Hansen	6.70600	33.89964	divoced	1.00000	45.17170	44.68202	55.36947	5.36325
9772	no	6.88533	9.12489	3.04223	6.19185	3.42287	6.15791	457-33-0991	Joseph Velasquez	5.52291	83.94368	single	1.00000	55.03772	110.34451	57.76456	7.11820
9773	no	5.93964	7.98832	1.13116	5.34614	5.37029	5.39865	032-84-4461	Wesley Cabrera	5.74414	83.04561	divoced	1.00000	45.79640	25.43408	60.68558	9.93515
9774	yes	6.46672	11.59982	31.33571	5.77469	1.44673	5.78851	039-54-4432	Alison Steele	6.63512	88.13001	widowed	1.00000	60.30212	53.74378	48.47064	7.47081
9775	Y	4.62828	8.67807	2.04866	5.77148	3.80698	7.50264	847-57-9600	Michael Gross	6.07032	58.50722	single	0.00000	43.62024	119.25281	48.69471	6.81404
9776	Y	6.89943	6.80226	0.54015	5.18221	5.25243	7.78264	195-88-6100	Carly Johnson	6.46304	50.32937	married	1.00000	39.86195	27.63028	71.77268	7.58917
9777	yes	6.01948	5.34996	0.38224	5.49542	4.45674	6.75231	201-35-0291	Raymond Turner	5.92792	82.48472	single	0.00000	43.78682	93.32111	67.03736	4.39797
9778	no	5.93010	6.64328	0.68949	7.97208	5.50308	7.21227	235-76-6961	Meghan Burke PhD	7.04674	69.90578	widowed	1.00000	21.92601	39.26797	53.22970	7.04144
9779	no	6.53550	6.31987	0.62057	5.00402	5.12019	4.63212	860-77-5140	Brittany Humphrey	5.12395	46.30831	widowed	1.00000	71.91479	43.95370	24.03055	7.52077
9780	no	6.39025	4.86610	0.64367	5.82555	2.11188	4.91264	484-10-6977	Jack Pena	5.38107	57.09393	divoced	0.00000	41.88651	124.57894	44.35005	4.49257
9781	Y	6.31952	7.78763	0.98371	6.11138	5.85087	3.62870	382-84-2122	Cheryl Franco	5.22865	14.74447	married	1.00000	58.46339	-1.73647	49.04411	8.46733
9782	no	6.52879	7.25979	0.86760	7.17211	2.50182	4.30770	075-83-0694	Joseph Smith	6.96601	34.87236	married	0.00000	60.50288	43.80340	57.15631	2.94563
9783	no	7.09376	8.21144	1.38168	5.50341	4.09683	5.65907	314-63-5224	Ruth Boone	5.98617	77.67214	divoced	1.00000	40.41380	95.87224	52.34756	6.51176
9784	no	4.78528	5.88971	0.47556	5.22635	3.68656	3.51338	569-37-5126	Cameron Steele	7.52244	11.48480	married	0.00000	47.41942	111.85469	28.69449	4.65462
9785	Y	6.30534	7.45702		7.16154	5.05374	2.66361	029-28-6901	Eric Young	4.35179	25.76896	widowed	1.00000	35.74042	92.89222	42.80527	7.19622
9786	no	5.81936	3.21418	0.56671	6.09956	6.69124	7.19277	563-42-6590	Dominique Nichols	6.64602	71.78451	divoced	0.00000	48.78261	61.98115	51.49835	5.86524
9787	Y	7.98598	5.82974	0.44945	4.99233	4.91705	6.34874	779-65-9859	Michael Miller	5.92028	86.07158	separated	0.00000	45.10923	77.81471	61.71276	3.56346
9788	no	6.13469	7.50562	0.92406	9.62290	4.75843	8.46490	385-86-5851	Carlos Shaw	6.78519	21.67102	married	1.00000	59.86591	62.19279	42.56343	7.76229
9789	Y	4.93025	7.86952	1.33519	6.42277	4.66703	7.40339	377-04-2104	Kimberly Hayes	6.77084	72.84860	single	1.00000	50.85684	121.84494	47.88692	6.30021
9790	Y	6.75642	4.19275	0.49453	7.18915	5.50563	6.15076	362-79-3315	Clinton Gray	6.31950	86.65205	widowed	0.00000	42.40531	36.95748	42.46774	5.59663
9791	no	7.62272	5.62679	0.46119	6.94726	9.13384	8.46379	554-12-2575	Jennifer Christian	6.53580	25.87311	single	0.00000	55.68884	24.61231	30.02266	6.02948
9792	no	6.97117	7.34637	1.20444	5.89106	4.95781	6.35411	036-98-6319	Jacob Barnes	6.74359	84.03311	nop	1.00000	37.51372	98.68295	28.15348	7.85409
9793	no	5.13507	8.03526	1.31924	7.19316	5.54741	5.07320	174-83-6708	Linda Patterson	5.61951	62.24855	single	1.00000	45.00049	50.24734	41.94646	10.69316
9794	no	5.11093	6.51257	0.81582	6.38634	5.02141	5.67138	121-55-5200	Kylie Campbell	4.96329	78.19624	single	1.00000	62.53563	127.09901	69.32461	9.45488
9795	no	7.05138	6.28291	0.34419	6.66771	5.24520	6.28743	212-26-9351	Daniel Gardner	5.36317	79.61875	nop	1.00000	53.30974	75.80990	69.04729	7.98823
9796	no	3.99774	7.73531	1.07461	6.15973	6.57560	7.40279	383-38-6933	Robert Sheppard	6.09416	69.96194	married	0.00000	51.25362	101.25198	57.12098	5.31804
9797	N	6.76807	6.42868	0.64460	5.13535	5.02500	4.71937	273-93-0828	Jason Bean	4.36443	49.68589	divoced	1.00000	47.89489	77.54199	57.46644	7.12168
9798	no	7.55814	8.97910	2.52053	5.88568	3.51879	7.11162	238-62-5917	Eric Shaw	5.91179	79.34618	single	1.00000	29.88315	70.47545	40.65622	7.06866
9799	no	6.66309	6.22049	0.50266	5.20931	5.77493	6.93670	396-26-9272	Ryan Burch Jr.	6.60459	78.55429	married	0.00000	66.89991	55.35664	38.43213	6.41186
9800	no	6.86081	8.56927	1.97957	6.59466	3.89380	6.88680	345-89-7532	Thomas Parker	6.23135	81.54685	married	1.00000	41.30965	86.62940	45.74469	6.71639
9801	yes	6.19631	8.55860	1.96395	6.23504	3.68912	5.86670	785-38-9353	Susan Turner	5.85228	85.12145	widowed	1.00000	38.69570	98.08262	55.30794	6.67704
9802	Y	6.68113	7.25391	0.88699	4.39594	4.75379	5.22035	188-76-4319	Martin Sparks	5.59375	59.85851	single	1.00000	41.56016	80.76013	42.50358	7.04685
9803	Y	6.66886	6.27735	0.63812	6.12793	6.51461	9.73387	689-22-8286	Anne Miles	6.57190	6.65261	married	0.00000	62.98037	104.88575	58.39072	5.63299
9804	no	6.09654	5.19598	0.46097	5.65155	4.76931	7.20840	430-41-1592	Kaitlyn Lee	7.33854	72.03434	divoced	0.00000	57.40863	101.43790	21.55301	5.02826
9805	no	7.90891	8.77130	2.29475	5.80723	3.81462	7.37831	201-33-0468	Philip Andrews	5.87084	65.95993	single	1.00000	58.41299	96.00243	52.78552	6.87727
9806	no	7.06448	6.40066	0.71913	6.60396	7.77293	8.48161	395-46-3648	Eric Hicks DDS	6.79467	26.72313	single	0.00000	60.79538	1.68919	32.29377	5.75822
9807	no	5.37645	5.33359	0.65113	7.32305	6.35127	7.14500	145-16-0265	Michelle Cole	5.08564	69.49665	married	0.00000	43.26130	91.52048	71.98190	7.49167
9808	no	5.47273	8.54488	1.79363	7.06190	3.70201	7.33326	091-58-9851	Amy Aguilar	5.15102	66.96199	married	1.00000	54.38346	9.57489	55.93915	5.24193
9809	yes	4.63794	6.73605	0.76997	6.91347	5.40356	8.08528	808-70-8334	Laurie Gonzales	6.38695	35.08584	divoced	1.00000	51.21191	179.33943	53.56429	7.10878
9810	no	6.85273	8.10966	1.33653	6.63752	4.31059	7.52035	686-06-2984	Nicholas Bryant	5.47695	66.71223	divoced	1.00000	36.78002	103.55796	47.92249	7.07170
9811	yes	3.62953	7.11265	0.98479	6.89643	5.81218	5.28167	507-92-1821	Leslie Hernandez	5.92347	67.91228	divoced	1.00000	36.82037	98.92441	51.97221	10.83664
9812	no	5.59294	8.73509	2.23934	5.48078	3.65729	6.33312	658-33-0606	Gary Jackson	5.89147	93.61830	nop	1.00000	63.96224	46.44674	40.66008	6.64093
9813	yes	6.32090	3.98830	0.54441	5.93200	7.55416	4.23179	261-33-4362	Mark Zimmerman DDS	5.40397	30.68578	divoced	0.00000	52.59544	102.30361	65.67206	5.27623
9814	no	5.34014	5.70882	0.45855	7.72179	6.02565	7.00155	030-08-4191	Ronald Kelly	6.24222	76.50382	married	1.00000	30.36131	89.36899	43.22121	7.50938
9815	no	6.14488	8.29701	1.67348	3.31746	4.73071	3.17422	538-14-1562	Jennifer Copeland	7.10901	11.27485	separated	1.00000	47.57441	73.37439	48.27952	5.88124
9816	Y	5.63458	5.93681	0.76161	3.85899	4.98738	4.08933	734-01-6598	Matthew Ford	6.12764	20.91109	divoced	0.00000	31.62136	91.51890	58.17885	4.70970
9817	no	7.43643	5.86035	0.59181	7.07588	6.16401	9.99866	664-69-1009	Andrew Armstrong	5.98425	24.07026	single	1.00000	42.03242	31.25984	47.10503	7.87601
9818	no	4.82925	3.17362	0.31438	5.12759	6.17952	4.57779	765-18-8626	Samantha Gonzalez	4.63786	43.21402	married	0.00000	48.02470	70.00590	51.20253	5.73786
9819	no	6.67145	7.77021	0.96809	5.88586	4.36485	7.57204	748-69-1587	Jessica Warren	7.49219	53.87195	separated	1.00000	55.21977	129.22013	59.22615	7.77625
9820	Y	5.78272	7.42485	0.83066	5.70194	4.81973	7.71781	659-19-3034	Richard Moreno	5.51508	56.34260	single	1.00000	67.29480	69.15282	54.07714	7.38049
9821	no	6.30390	6.93590	0.76735	7.16600	4.85687	3.22390	609-79-6173	Ashley Duarte DVM	5.46167	13.51759	married	1.00000	53.88152	26.11688	21.34763	3.46336
9822	no	7.25977		1.14907	6.35246	5.19332	1.84897	527-05-2368	Sara Riley DDS	7.93332	38.27830	single	0.00000	52.35540	87.12816	56.56921	6.56852
9823	no		7.92374	1.15653	4.92473	4.07724	5.33474	039-27-3739	John Cook	8.10587	70.40349	married	1.00000	42.83155	82.07167	31.36320	3.34100
9824	yes	6.18975	8.19266	1.92625	6.09749	5.80893	3.48023	378-32-4038	John Browning	5.28355	13.18739	single	1.00000	48.08588	155.17424	40.15204	6.33276
9825	no	6.80996	5.56272	0.50387	6.64271	7.92773	9.81294	208-38-2868	Sarah Davies	5.04550	13.60460	married	0.00000	71.32899	23.90914	61.82551	6.35681
9826	Y	5.56620	8.96988	2.62695	6.30671	5.60714	4.87862	166-71-4090	Tara Riley	6.61162	61.29525	widowed	1.00000	60.89808	69.60989	41.27125	6.94898
9827	no	6.09715	5.80349	0.28856	5.29404	2.92395	4.83465	096-83-1359	William Michael	6.17702	58.85141	single	0.00000	50.81395	78.48869	71.99495	3.90850
9828	yes	6.40476	7.48483	0.82910	8.13424	6.72790	7.49450	470-80-6468	Mr. Anthony Cole	5.75522	62.47494	nop	0.00000	44.37627	60.99907	71.46343	4.94472
9829	Y	6.65011	7.56491	1.10150	5.80164	4.53941	5.65156	383-28-3275	Andrew Valencia	4.11287	79.45329	divoced	1.00000	36.53791	97.03683	55.25875	7.53403
9830	no	5.29774	7.07390	0.86029	5.00322	3.77744	5.74178	827-43-2446	Adam Ford	6.57163	82.95959	married	1.00000	62.82448	32.87591	50.28660	6.20474
9831	N	7.05497	8.03219	1.21173	6.53123	5.21265	3.52711	850-27-3694	Matthew Warren	7.36574	17.70287	separated	1.00000	60.02961	112.23338	67.51226	6.31036
9832	no	7.58202	8.42934	1.59962	6.42932	3.81385	6.39490	145-01-8185	Caleb Krueger	4.51289	88.34253	single	1.00000	58.41327	22.61735	67.81009	7.47513
9833	no	6.43656	6.18039	0.76982	6.90566	4.67563	4.82349	268-37-6998	Samuel Cordova	5.91869	52.52354	married	0.00000	28.52349	21.77855	73.71556	4.12091
9834	Y	6.59149	7.34470	0.87783	5.97046	4.71432	7.32644	847-11-2130	Kyle Buchanan	6.87869	69.99174	married	1.00000	23.82906	87.10242	37.21611	7.32376
9835	no	7.63289	8.45406	1.82584	6.73522	4.65150	8.03779	055-37-6478	Rebecca Howard	5.58225	48.40908	single	1.00000	73.34164	111.65531	51.46962	6.43362
9836	N	6.78882	6.16834	0.35861	5.72969	4.60797	7.06242	832-74-6661	Mary West	6.60999	70.65544	single	1.00000	38.32008	83.31855	51.43498	6.23035
9837	Y	5.64210	8.03082	1.66239	6.44834	4.44762	4.79683	582-19-6570	Jennifer Johnson	6.25209	52.22959	separated	1.00000	59.37314	57.86591	26.80771	5.51768
9838	no	5.65715	7.13324	0.65257	6.31707	5.02346	8.10963	762-82-9100	Sarah Trevino	6.01291	37.68151	single	1.00000	42.96061	79.38045	59.77788	7.78839
9839	no	5.75974	4.85397	0.42868	4.77885	3.91710	6.24078	068-34-9481	Natasha Hart	6.04398	80.87785	separated	0.00000	58.80000	122.48267	44.57492	4.74745
9840	no	6.15573	7.20258	0.88913	6.55060	5.47341	3.53666	776-43-5863	Jacob Lawrence	5.78387	13.53122	widowed	1.00000	35.81776	91.18688	53.04228	9.07717
9841	no	5.98345	7.96215	1.26911	6.48579	4.50168	5.99120	347-56-8360	Michael Lee	6.50154	91.41700	single	1.00000	40.85665	57.05753	66.49617	7.33295
9842	no	5.95059	6.84954	0.58709	7.23738	5.36907	7.27226	685-21-4828	Brian Juarez MD	5.36219	71.48006	separated	1.00000	68.73022	121.23444	34.70542	7.09958
9843	no	5.42448	5.12594	0.63966	4.22173	4.54113	6.32886	868-43-3886	Joseph Monroe	5.49424	84.30627	married	0.00000	51.27607	119.10061	64.44210	4.81500
