	birthdate	address	race	current_location	blood_group	ssn	name	sex	residence
2906	1958-12-31	"Unit 6666 Box 6214
DPO AE 51561"	Asian	(Decimal('54.2072435'), Decimal('17.345287'))	AB+	210-67-6248	Ronald Flores	M	"8079 Diana Station Apt. 976
Sheenaton, DC 19315"
2907	1923/10/05	"048 Andrew Club
Waltonside, MS 45691"	White	(Decimal('6.066674'), Decimal('135.545949'))	B+	044-76-7275	Anthony Perry	M	"705 Wilkinson Courts
West Richard, MS 08671"
2908	04/01/1920, 00:00:00	"636 Carlson Roads
Cummingsberg, MO 74724"	White	(Decimal('-71.1089465'), Decimal('178.075880'))	B-	586-59-4168	Alex Vazquez	M	"1257 Mackenzie Springs
New Christopher, MO 58368"
2909	13 Jul 1935	"002 Guy Club Suite 328
North Yvonne, SD 38932"	White	(Decimal('40.972422'), Decimal('-100.465441'))	O+	809-24-7205	Eric Harvey	M	"38091 Holder Parks
Harrisonmouth, NH 52732"
2910	1952/02/24	"9084 George Lakes
Grayshire, KY 80671"	Asian	(Decimal('-28.1786945'), Decimal('145.488416'))	B+	218-07-1127	Felicia Morgan	F	"92978 Norris Trafficway
Lake Jennifer, TN 68225"
2911	1921-01-10	"Unit 8781 Box 6512
DPO AE 57720"	Black	(Decimal('-35.9774315'), Decimal('-44.448623'))	AB-	881-78-3287	Lucas King	M	"Unit 9901 Box 0703
DPO AA 77000"
2912	1936-08-20	"684 Daniels Keys Apt. 438
New Melissa, CA 63226"	White	(Decimal('-60.575128'), Decimal('-11.730704'))	B-	150-21-3645	Fred Cox	M	"96797 Jones Coves
Rebeccaberg, NH 51178"
2913	1974-10-08	"5161 Gomez Motorway
Blackville, MS 15936"	white	(Decimal('-42.726699'), Decimal('82.680546'))	B+	269-38-7996	Justin Cole	M	"3620 Scott Island Suite 070
Smithfort, AK 93147"
2914	1949-04-03	"546 Williams Forest
South Crystal, DE 80605"	White	(Decimal('43.374092'), Decimal('-177.078777'))	AB-	869-87-5624	Claudia Thompson	F	"593 Robert Lane
Taylorshire, SD 75227"
2915	17 Dec 1977	"5250 Williams Summit Apt. 724
Joseside, AK 58631"	White	(Decimal('14.5552335'), Decimal('104.570130'))	A-	678-41-7554	Diana Kane	F	"806 Michelle Isle
Vangport, PA 17167"
2916	1984-04-17	"92552 Norman Fields Apt. 467
Port Stephaniemouth, AZ 94960"	White	(Decimal('-55.008713'), Decimal('172.249103'))	O-	028-62-4792	Rebecca Ingram	F	"387 Stanley Alley
North Noahhaven, ID 33010"
2917	2018/07/14	"7830 Sheri Highway Suite 285
New Ashley, OK 33072"	White	(Decimal('33.5371605'), Decimal('108.992201'))	B+	497-63-6559	Tina Wilson	F	"0854 Holloway Springs Apt. 779
South Brendanhaven, UT 88683"
2918	25 Mar 1989	"04520 Mendez Forest
Odomton, ME 94917"	White	(Decimal('-36.3855605'), Decimal('-84.402777'))	AB-	617-94-9942	Julie Larson	F	"78531 Joseph Station Apt. 270
Patrickburgh, TX 40200"
2919	27 Feb 1957	"38300 Clayton Club
Port Michaelton, DE 51705"	White	(Decimal('-88.5567075'), Decimal('-159.627687'))	AB+	820-12-2973	Ian Buchanan	M	"468 Newton Ports Suite 067
South Andrewview, NE 32888"
2920	1974-01-04	"83932 Charles Mill Apt. 683
Christinashire, OK 84417"	Black	(Decimal('44.3997425'), Decimal('-123.439481'))	O-	471-85-3628	Maria Schwartz	F	"44716 Danielle Lodge
Lake Jimmy, RI 81933"
2921	02 Aug 1915	"714 Malone Stravenue
Michellefurt, NC 46571"	White	(Decimal('59.649104'), Decimal('-156.299719'))	A+	668-43-3392	Erin Barnes	F	"46325 Small Greens Apt. 578
Lauraside, TX 13584"
2922	02/04/1945, 00:00:00	"PSC 1868, Box 4030
APO AP 32338"	Black	(Decimal('37.4649425'), Decimal('-85.866784'))	O-	584-75-4681	Ms. Traci Strong	F	"908 Flynn Cliffs Suite 715
South Jean, AK 59898"
2923	24 Oct 1974	"44055 Brad Square
Johnfort, KY 18245"	White	(Decimal('63.255014'), Decimal('-67.716007'))	AB+	643-20-7632	Katie Grant	F	"463 Hale View Apt. 588
Nicholasland, WY 59440"
2924	1978/12/15	"Unit 5766 Box 2103
DPO AE 22707"	Indian	(Decimal('38.874603'), Decimal('73.679331'))	A+	555-49-3290	Jennifer Morales	F	"PSC 6102, Box 5851
APO AP 69313"
2925	31 Jul 1947	"6426 Joseph Grove
East Josephmouth, WA 46088"	Hawaiian	(Decimal('26.851231'), Decimal('-162.861680'))	B+	436-48-3391	Angel Brown	F	"60831 John Center Apt. 173
Curtisfort, AK 05681"
2926	1958-07-22	"274 Powell Isle Suite 901
Lake Brittany, CT 48812"	White	(Decimal('-86.426774'), Decimal('153.129067'))	AB-	573-26-4456	Kayla York	F	"7631 Buchanan Union
Darrenview, NV 06865"
2927	1997-09-26	"26088 Scott Crossing
New Kyle, TN 29958"	Indian	(Decimal('-13.463305'), Decimal('34.092493'))	A-	525-67-0483	Renee Weaver DVM	F	"91567 Hunter Branch Apt. 816
South Austinchester, NV 72556"
2928	02/07/1994, 00:00:00	"5042 Scott Avenue Apt. 949
Patrickchester, NE 36352"	Hawaiian	(Decimal('-61.2467505'), Decimal('97.541408'))	A+	844-67-3763	Tiffany Morrison	F	"662 Mcgee Pass
Stewartland, WI 32192"
2929	1968-05-21	"148 Leonard Ports
Catherinebury, VT 38003"	Black	(Decimal('31.3478305'), Decimal('73.542721'))	AB-	217-22-6048	Stephanie Gomez	F	"056 Nicholas Rapids
Ryanstad, FL 53001"
2930	1990-05-25	"966 Kent Gardens
Madisonburgh, DE 80328"	White	(Decimal('-83.8292435'), Decimal('71.285539'))	B-	617-29-4945	Sarah Fuller	F	"724 Berry Row Suite 003
Stephanieburgh, IA 85718"
2931	29 Mar 1961	"3260 Mayo Route Apt. 066
West Hayleyshire, TN 71638"	Black	(Decimal('13.286375'), Decimal('-94.770096'))	AB-	223-54-3446	Julie Schneider	F	"4596 Kelley Points Apt. 578
Cookchester, LA 69246"
2932	03/20/1979, 00:00:00	"Unit 1484 Box 0760
DPO AP 34548"	Black	(Decimal('-50.762591'), Decimal('51.192916'))	B-	747-28-8975	Debbie Cowan	F	"761 Lori Crossroad Suite 096
Anthonyport, MI 01037"
2933	2014-05-30	"614 Evan Ranch Apt. 474
Port Ashleystad, AK 55016"	White	(Decimal('7.1939215'), Decimal('144.848234'))	O+	476-90-7887	David Watson	M	"3537 Laura Inlet Suite 425
Wilsonton, SC 95541"
2934	20 Jun 2011	"504 David Keys
Port Barbara, WV 87403"	White	(Decimal('22.662806'), Decimal('91.822031'))	O+	734-52-7319	Elizabeth Foster	F	"3622 Powell Fields
North Jonathanbury, HI 71157"
2935	10/29/1921, 00:00:00	"5389 Ramos Glen
Kellyshire, VT 43088"	Black	(Decimal('60.0411215'), Decimal('-100.677956'))	O+	159-75-4293	Christopher Butler	M	"1823 Lowe Islands Suite 999
West Teresafort, ME 28570"
2936	05/23/1997, 00:00:00	"7031 Michael Crescent Suite 579
East Cassandra, DC 53221"	Asian	(Decimal('-48.0075955'), Decimal('-125.696417'))	AB+	174-19-7976	Jim Le	M	"8441 Cohen Circle
Sanchezland, CO 97462"
2937	07/08/1953, 00:00:00	"124 Roberts View
Cindyside, VA 26486"	Black	(Decimal('23.4717235'), Decimal('85.495182'))	O+	440-61-4321	James Palmer	M	"18013 Santiago Parkway Suite 820
Perezhaven, MA 91532"
2938	05/01/1929, 00:00:00	"4192 Sara Roads Suite 014
West Joanne, DC 25046"	White	(Decimal('84.441522'), Decimal('-177.924340'))	AB-	855-47-2359	Alice Johnson	F	"40309 April Village Suite 617
Zimmermanton, SD 74941"
2939	05/13/1928, 00:00:00	"5026 Scott Circles
New Thomas, MO 37426"	White	(Decimal('65.4729225'), Decimal('-82.972355'))	A+	045-14-2965	Elizabeth Garcia	F	"648 Myers Burgs
Davisland, MD 00839"
2940	1957/02/14	"01142 Murray Unions
North Williammouth, LA 06331"	White	(Decimal('-79.328838'), Decimal('-77.861077'))	A-	685-10-7741	Taylor Bishop	M	"908 Daniels Forest
West Melissahaven, OK 03009"
2941	1928/09/03	"18976 Leonard Hill Apt. 969
Spencerhaven, ME 75973"	Black	(Decimal('-53.654367'), Decimal('146.527587'))	AB-	590-42-3501	Rose Lynch	F	"USNS Jacobs
FPO AE 33595"
2942	02/10/2011, 00:00:00	"67705 Taylor Vista Apt. 903
Marcuschester, DC 69130"	White	(Decimal('-30.705079'), Decimal('69.746030'))	AB-	036-27-2379	Heather Adams	F	"USNS Clark
FPO AP 54402"
2943	30 Oct 1978	"Unit 9555 Box 5781
DPO AP 67125"	Black	(Decimal('-56.306524'), Decimal('90.444067'))	A+	442-61-3034	Stephen Rogers	M	"36545 Amy Inlet Apt. 434
West Jacobbury, MO 81653"
2944	21 Mar 1910	"6946 Rodney Points
Maybury, MA 45335"	Indian	(Decimal('85.7034895'), Decimal('20.818097'))	O-	570-20-0416	Jon Wright	M	"2317 Scott Drive Suite 953
South Charlene, UT 90736"
2945	22 Nov 1921	"1237 William Key
Lewisberg, AZ 03686"	White	(Decimal('-14.502885'), Decimal('-38.743970'))	A+	240-60-6399	Steven Thomas	M	"636 Adrian Grove
New Jonathanfort, AZ 62082"
2946	1961-01-23	"047 Hartman Center Suite 926
North Elizabeth, NE 87173"	Black	(Decimal('46.170612'), Decimal('74.751155'))	A-	531-73-0126	Andrea Mccarthy	F	"9080 Danielle Way
North Anitaport, PA 31314"
2947	1958/06/17	"13609 Patrick Camp Apt. 811
Port Dorothy, NV 72161"	White	(Decimal('-68.472863'), Decimal('-8.702261'))	O-	835-96-8938	Anthony Le	M	"USNV Myers
FPO AE 33847"
2948	1989-04-08	"1224 Gordon Haven
Judyberg, MD 14383"	Black	(Decimal('-76.4250715'), Decimal('149.496995'))	A+	252-15-8212	Travis Harper	M	"4522 Beth Valleys
Laurenview, ND 55643"
2949	2012-05-11	"00338 Melissa Mews
Scottburgh, KS 64668"	Black	(Decimal('-79.247067'), Decimal('-50.952413'))	O+	645-51-5522	Susan Townsend	F	"USCGC Davis
FPO AE 66222"
2950	1988-04-26	"90699 Gibbs Meadow Apt. 413
West Davidborough, MI 64325"	White	(Decimal('-42.2840785'), Decimal('15.498211'))	A-	694-16-4562	Margaret Boyd	F	"9468 Randy Harbor
Zacharyland, DE 78096"
2951	1945/10/29	"36416 Tracy Lock
Claytonbury, LA 29192"	Black	(Decimal('16.3379835'), Decimal('151.009722'))	O-	735-45-6195	Dennis Walker	M	"USCGC Tucker
FPO AP 20296"
2952	07/17/1944, 00:00:00	"USCGC Jones
FPO AA 71330"	blsck	(Decimal('5.1436715'), Decimal('116.579887'))	AB-	150-73-7591	Renee Lucas	F	"51944 Joshua Crossroad Apt. 621
Timothyton, NH 87037"
2953	01/23/1952, 00:00:00	"3487 Nielsen Burgs Apt. 709
New Ian, NM 00701"	White	(Decimal('49.304771'), Decimal('75.526140'))	AB-	872-23-5650	Seth Martinez	M	"94831 Monica Brooks Apt. 252
West Alison, ND 41403"
2954	1938-04-24	"9045 Cody Parks
Garzashire, NM 95068"	black	(Decimal('-69.392617'), Decimal('-101.600275'))	AB+	082-52-2258	Paul Gutierrez	M	"4202 Ellison Ports
Schmidtview, NJ 36435"
2955	03 Nov 1912	"938 Eric Junctions Suite 522
New Anna, AL 63272"	White	(Decimal('-79.152041'), Decimal('-71.266156'))	AB+	092-04-9946	Dr. Pamela Walter DDS	F	"877 Julie Loaf
Simpsonmouth, OR 70198"
2956	1976-04-22	"24809 Mcknight Walk
Lucasville, OH 63680"	White	(Decimal('-62.738124'), Decimal('165.732248'))	A+	229-76-1820	Edward Jennings	M	"0062 Shea Squares
Lake Amandaport, KY 79416"
2957	17 May 2000	"985 Lopez Groves Suite 104
Jeffreychester, NY 31834"	White	(Decimal('41.0274015'), Decimal('20.769133'))	B+	426-75-0896	Samuel Rogers	M	"64744 Martin Inlet Apt. 338
Barryshire, NE 58117"
2958	11/19/1963, 00:00:00	"31340 Norman Forest Suite 714
Sharpfurt, UT 80219"	Black	(Decimal('-67.0313015'), Decimal('-36.972251'))	AB+	868-52-0398	Tammy Mathews	F	"061 Anthony Trail Apt. 577
Calvinland, IL 92480"
2959	10/24/1934, 00:00:00	"8659 Lauren Estate Apt. 618
Hayleyburgh, SD 05118"	White	(Decimal('56.140007'), Decimal('-54.802111'))	O-	065-77-8289	Bruce Anderson	M	"959 Jessica Viaduct Apt. 603
South Ericashire, ND 04136"
2960	1956/05/28	"9040 James Port
Patrickview, KY 62841"	black	(Decimal('8.2910645'), Decimal('-109.441987'))	A+	228-05-3803	Jessica Miller	F	"7030 Lopez Vista Apt. 323
South Jose, MI 16089"
2961	15 May 1913	"3521 Brian Falls
Melaniechester, IL 18655"	Black	(Decimal('4.127254'), Decimal('107.129373'))	AB-	514-48-1675	Jerry Walker	M	"41371 Powers Key
New Hollyhaven, AZ 31706"
2962	03/12/2011, 00:00:00	"74461 Mark Rapids Apt. 589
North Brandonfurt, AZ 57225"	White	(Decimal('-14.470979'), Decimal('48.342191'))	O-	807-84-3470	Melissa Frank	F	"91607 Hanson Extensions Suite 290
Alexandramouth, MN 11872"
2963	1976-04-24	"18971 Robert Ranch
Wilkinsshire, MI 41652"	Black	(Decimal('54.8145815'), Decimal('-34.307973'))	O+	488-18-3193	Andrea Campbell	F	"62105 Palmer Trail
Lake Arianafurt, WA 92814"
2964	06 Mar 2012	"91677 Clark Parkway
Margaretstad, HI 31099"	Asian	(Decimal('-67.3272945'), Decimal('-72.772973'))	AB-	570-67-1624	Ann Mcdonald	F	"794 Johnson Green Apt. 637
Griffithside, KY 23520"
2965	1983-11-06	"529 Craig Forest
West Juantown, KS 53758"	White	(Decimal('27.9277885'), Decimal('-2.457583'))	O+	264-48-7393	Brittany Gomez	F	"7849 Jessica Well Apt. 840
West Bryan, CT 51735"
2966	12 Jan 1993	"6861 Rodriguez Courts Apt. 214
Curtisfurt, PA 98840"	Black	(Decimal('-71.3695385'), Decimal('-83.956488'))	O-	268-30-4900	Eric Camacho	M	"00548 Short Springs
North Jenniferville, NC 32856"
2967	03/30/1919, 00:00:00	"59852 William Park
Anitaview, MO 59250"	Black	(Decimal('-18.394732'), Decimal('9.364742'))	B-	396-73-7249	Travis Johnson	M	"33699 Gina Orchard
Burkefurt, TX 68993"
2968	1906-05-18	"94556 Pugh Spurs Suite 535
Deborahstad, VT 15954"	Black	(Decimal('-54.951862'), Decimal('39.195587'))	A-	718-89-5624	Robin Flores	F	"6324 Roberts Glen Suite 344
Edwinfurt, NY 10641"
2969	20 Jul 1937	"3039 Parrish Ways Suite 933
Sabrinamouth, OK 31837"	Black	(Decimal('-48.337685'), Decimal('24.910806'))	O+	760-07-9495	Anna Ross	F	"77984 Angela Underpass Apt. 108
Port Paigemouth, MD 99806"
2970	1991/11/07	"393 Turner Row Apt. 188
Lake Andrewville, WY 13615"	Black	(Decimal('66.0734385'), Decimal('-64.539520'))	AB-	192-25-4627	Amanda Day	F	"3589 Roberts Islands Apt. 330
Barbarahaven, AR 19586"
2971	1980-03-04	"0639 Ward Tunnel Suite 171
Blakehaven, NY 76920"	White	(Decimal('58.3347745'), Decimal('-158.934180'))	AB-	167-37-6059	John Parks	M	"Unit 5209 Box 9397
DPO AP 65304"
2972	04/07/1993, 00:00:00	"811 Rachel Cove Suite 158
North Rachelbury, VA 09212"	White	(Decimal('-10.617569'), Decimal('100.087198'))	A-	688-03-7116	Hannah Gonzales	F	"9190 Hoover Forks Apt. 817
Port Anthony, MN 15179"
2973	1984-12-02	"3201 Christina River Suite 726
New Alexanderstad, SC 00862"	Asian	(Decimal('62.254918'), Decimal('4.688146'))	AB-	654-82-0264	David Huffman	M	"6348 Smith Flats
Fergusonbury, NE 20375"
2974	21 Jul 1920	"29716 Meagan Trafficway
Brownville, CO 35205"	White	(Decimal('-86.025026'), Decimal('142.074182'))	A-	562-27-4239	Lisa Martin	F	"72854 Peterson Inlet
Karenshire, AZ 74252"
2975	2009-03-25	"930 Giles Brook Suite 067
Lake Randall, MO 97647"	Black	(Decimal('78.367533'), Decimal('120.852085'))	AB-	375-05-9113	Jesus Costa	M	"988 Pace Route Apt. 354
Jamesberg, CT 28242"
2976	2019/10/13	"5975 Mclaughlin Heights
West James, OH 99672"	Asian	(Decimal('16.0608655'), Decimal('166.413960'))	A+	455-92-9517	Brandon Hughes	M	"32067 King Harbors
North Jocelynburgh, VT 12985"
2977	1981-02-08	"79181 Booth Street Apt. 613
Davidmouth, AL 84647"	Asian	(Decimal('76.336015'), Decimal('11.360020'))	O+	524-08-1285	Jimmy Joseph	M	"93199 Samantha Way
Riverahaven, FL 89579"
2978	01/18/1923, 00:00:00	"9399 Benjamin Mill Apt. 317
West Stephaniefurt, IA 84971"	Black	(Decimal('34.800495'), Decimal('-64.467457'))	B+	269-18-8355	Andrew Robles	M	"2350 Moore Knoll Apt. 842
North Amberfurt, VT 20579"
2979	1989-11-29	"11798 Gonzalez Plain Apt. 014
Prestonfort, IA 44392"	White	(Decimal('-74.7473545'), Decimal('104.059836'))	B-	722-20-3615	Adrian Mendoza	M	"972 Katrina Oval
Tylerborough, AK 88426"
2980	05/28/1955, 00:00:00	"8609 Heather Mission
North Brandi, UT 99073"	black	(Decimal('-17.6256945'), Decimal('-76.246258'))	B-	260-63-2028	Jennifer Wilson	F	"381 Mccullough Key Apt. 671
East Jennifermouth, NH 19075"
2981	07/12/1940, 00:00:00	"3968 Whitaker Parkways
Lake Jessetown, AL 36511"	White	(Decimal('48.6067835'), Decimal('-55.144482'))	AB+	501-23-4117	Allison Sullivan MD	F	"261 Lewis Summit
South Johnberg, NV 88891"
2982	2002-11-24	"35527 Martinez Coves
Jasonshire, LA 89667"	White	(Decimal('49.6617915'), Decimal('65.395163'))	A-	500-37-8025	Monique Washington	F	"7202 Pamela Mountain Suite 553
West Morganberg, ID 81406"
2983	1966-02-23	"3704 Andrews Avenue
Karenborough, OK 93386"	White	(Decimal('-54.262745'), Decimal('173.903166'))	AB+	835-88-5345	Travis Beck	M	"061 Amber Greens Apt. 437
Port Garyborough, NH 62488"
2984	19 Jul 1944	"Unit 3216 Box 7977
DPO AP 74589"	White	(Decimal('-46.0138925'), Decimal('66.984692'))	B+	743-04-8973	Julie Hopkins	F	"Unit 7001 Box 6336
DPO AE 77868"
2985	1940/02/27	"38851 Dana Valleys
Tracymouth, SC 19208"	Indian	(Decimal('39.627754'), Decimal('-61.496593'))	AB+	531-45-8242	Shelby Dennis	F	"6653 Matthew Tunnel Suite 310
Goodmanfurt, VA 06615"
2986	1920-11-22	"1892 Brewer Track
West Patriciaburgh, AZ 56076"	Asian	(Decimal('65.7494715'), Decimal('3.971919'))	B+	474-80-8431	Rita Mccormick	F	"6952 Castillo Center
Erinside, CA 52908"
2987	28 Feb 1925	"Unit 0358 Box 6192
DPO AE 81903"	Black	(Decimal('45.4714705'), Decimal('95.672789'))	B-	671-98-5687	Robert Johnson	M	"3725 Pamela Knoll Suite 259
South Dylanbury, IA 41585"
2988	1951/03/08	"692 Joseph Villages
Mariaville, VA 93602"	Hawaiian	(Decimal('18.7117315'), Decimal('110.736206'))	AB-	483-42-9403	Donald Edwards	M	"368 Travis Squares Suite 076
Garymouth, WY 83390"
2989	1957-05-31	"139 Weber Hollow Apt. 566
Simpsonburgh, SD 05258"	White	(Decimal('75.698281'), Decimal('-92.028798'))	A+	195-38-5789	Catherine Li	F	"822 Baker Parks
Franklinland, ID 20388"
2990	03/24/1907, 00:00:00	"66052 Perez Mill
Seantown, SD 37323"	Black	(Decimal('10.703395'), Decimal('139.505582'))	B+	199-82-1321	James Henderson	M	"Unit 1466 Box 2768
DPO AA 20196"
2991	1986-12-10	"626 Vasquez Springs
South Tonyaland, HI 72967"	Asian	(Decimal('-44.9083195'), Decimal('-172.495873'))	A+	147-84-2479	Megan Guzman	F	"25576 Henry Mountains Apt. 705
Candiceland, CO 56379"
2992	1935-07-17	"03021 Ian Neck Apt. 245
Youngshire, WA 01054"	White	(Decimal('-66.920299'), Decimal('77.963897'))	A-	213-39-6427	Emily Hebert	F	"8562 Franklin Radial
Ballardtown, MI 59740"
2993	1927/02/27	"9935 Tracey Villages
South Traceybury, NC 10939"	White	(Decimal('75.7101185'), Decimal('-74.548128'))	AB-	250-98-3402	Melissa Davis	F	"86567 Andrews Vista
North Megan, AR 73240"
2994	09/04/1906, 00:00:00	"162 Parsons Flat Apt. 063
Aprilton, NJ 26325"	White	(Decimal('-15.920592'), Decimal('47.270890'))	AB+	038-02-8742	Kelly Smith	M	"930 Contreras Spring
Johnsonview, NH 39845"
2995	08/01/1951, 00:00:00	"70141 Allison Shoals Apt. 867
Port Robert, LA 43581"	White	(Decimal('56.1833245'), Decimal('164.525472'))	AB+	164-70-0178	Michele Pittman	F	"PSC 4816, Box 5860
APO AE 91826"
2996	1919-12-23	"933 Jared Drive Suite 638
South Rhondaland, TN 88371"	Black	(Decimal('-24.2845195'), Decimal('166.264015'))	A+	032-91-9177	Jennifer Kerr	F	"639 Alexandra Stravenue
Amandaland, NM 20339"
2997	2018/11/04	"91229 Michael Pines Suite 634
Taylorchester, DC 80619"	Black	(Decimal('-75.318769'), Decimal('147.850588'))	O-	693-74-2831	Hannah Huff	F	"313 Douglas Glens Suite 400
South Martin, SC 08710"
2998	1983/02/28	"05208 Cooper Ville Apt. 047
North Kevin, IA 75537"	Black	(Decimal('-86.459495'), Decimal('-149.489051'))	AB-	251-48-4933	Benjamin Clark	M	"61057 Rachel Park
Torresshire, ME 26030"
2999	11/24/1977, 00:00:00	"5666 Rebecca Green
Harveyton, HI 11747"	Black	(Decimal('84.4625315'), Decimal('56.970022'))	B-	270-10-7813	Eric Mason	M	"2285 Rice Drives Apt. 845
Alexandriachester, MD 16614"
3000	1917-10-03	"6532 Victoria Fall
West Dianeview, NC 48988"	Hawaiian	(Decimal('-82.814838'), Decimal('141.372466'))	A-	014-61-8583	Gregory Ortiz	M	"USNS Wallace
FPO AE 04498"
3001	12/17/1968, 00:00:00	"25377 Christina Course
New David, NM 09601"	Asian	(Decimal('-50.7263265'), Decimal('1.616420'))	O-	611-35-9983	Katelyn Thomas	F	"958 Anderson Mill Apt. 921
North Julieview, DC 62853"
3002	1958-02-20	"59397 Alexandra Ferry
Port William, LA 73935"	White	(Decimal('-40.7553365'), Decimal('-9.367816'))	AB+	238-33-3879	Kyle Chan	M	"74822 Sharon Rue Apt. 578
Glendaland, UT 10409"
3003	1999/11/11	"Unit 1336 Box 8250
DPO AP 49527"	Hawaiian	(Decimal('-60.235055'), Decimal('54.023241'))	O+	657-08-5873	Brian Olson	M	"200 Daniel Throughway
Haroldtown, OK 62336"
3004	03/23/1918, 00:00:00	"8248 Bradley Keys
Port Valerie, NE 30294"	Asian	(Decimal('31.082763'), Decimal('69.084449'))	AB+	684-95-3869	Roberto Green PhD	M	"851 Bautista Locks Apt. 883
East Michael, VT 04865"
3005	2015-07-05	"693 Luis Hollow
South Matthewburgh, TN 85265"	White	(Decimal('-17.657315'), Decimal('-73.278362'))	AB+	400-02-6022	Gregory Barrett	M	"65243 Daniel Ford
East Davidborough, AL 37050"
3006	21 Nov 1977	"803 Julie Plaza
Wandastad, NV 55077"	black	(Decimal('73.0905785'), Decimal('-156.941153'))	O+	756-27-4924	Lori Cooper	F	"USCGC Tucker
FPO AP 25596"
3007	08 May 1979	"52490 Brooke Highway
Port Markville, NH 51086"	Black	(Decimal('-70.6788725'), Decimal('-49.201279'))	A-	370-95-9585	Janet Vazquez	F	"6855 Wilson Circle Suite 861
New Paulaburgh, ID 78785"
3008	1977/02/02	"43406 Alexander Stream
Mitchellchester, DE 91046"	Black	(Decimal('31.885137'), Decimal('149.807866'))	A-	081-94-3304	Denise Williams	F	"342 Elizabeth Union Suite 712
Frankbury, NM 27777"
3009	07/16/1991, 00:00:00	"2255 Powell Island Apt. 998
Lake Robertburgh, VA 91763"	Asian	(Decimal('-88.289242'), Decimal('-41.001521'))	B-	270-22-5057	Chad Adams	M	"95698 Graham Ramp
Masonville, WI 15004"
3010	27 Oct 2017	"569 Wallace Ridges Suite 065
Taylorberg, AR 22690"	White	(Decimal('-62.2074625'), Decimal('136.052094'))	A+	898-38-7673	Ms. Eileen Graham	F	"31060 Thompson Flat Suite 505
West Bryanhaven, WA 02211"
3011	03 Aug 1975	"72776 Bill Camp Apt. 314
Deanfurt, NC 18584"	Black	(Decimal('-82.7037575'), Decimal('173.734877'))	B-	659-24-1553	Erik King	M	"28496 Kyle Camp
New Todd, CT 37600"
3012	1930-07-26	"6169 Winters Motorway Apt. 013
New Beth, AL 24035"	Black	(Decimal('-35.1514575'), Decimal('30.710376'))	A-	364-36-4509	Monica Roberts	F	"Unit 2497 Box 1874
DPO AA 28330"
3013	1922/02/18	"1685 Brian Mountain Apt. 447
Feliciafurt, NY 30702"	Hawaiian	(Decimal('31.5445645'), Decimal('-63.620843'))	A-	211-23-1681	Hunter Ellis	M	"9794 Herring Land Apt. 429
Joshuaton, WA 75430"
3014	2010/12/27	"383 Stanley Groves
Lake Erikfort, MT 67427"	White	(Decimal('-16.6855295'), Decimal('-112.731691'))	O+	279-69-2104	Robert Coleman	M	"7695 Samuel Locks Apt. 540
Jodimouth, SC 34376"
3015	04/25/2012, 00:00:00	"PSC 9127, Box 0742
APO AA 23999"	Asian	(Decimal('20.963692'), Decimal('90.953662'))	A-	324-10-2039	Cheyenne Patel	F	"237 Nichols Lock Apt. 732
North Curtisview, OK 55659"
